title_normalized,title_original,tmdb_id,year,director,tmdb_genres,overview,country,nanogenres,themes,lb_url
godzilla × kong: the new empire,Godzilla × Kong: The New Empire,823464,2024,Adam Wingard,Action|Adventure|Science Fiction,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",US,"Monster, Destruction, Earth|Fighting, Epic, Military|Cool, Excitement, Anti-Climactic|Monster, Fighting, Mythology|Creature, Goofy, Discover|Adventure, Graphics, Fantasy|Action, Creature, Graphics|Action, Danger, Menacing|Silly, Mindless, Excitement|Battle, Dragon, Graphics",earth|planet|world|space|new,https://boxd.it/v1PK
halloween kills,Halloween Kills,610253,2021,David Gordon Green,Horror,"Michael manages to free himself from Laurie Strode's trap to resume his ritual bloodbath. As she fights for her life from injuries from their last encounter, she inspires her daughter Karen, her granddaughter Allyson, and all of Haddonfield to rise up against the unstoppable monster.",US,"Horror, Twist, Death|Victim, Bloody, Terrifying|Terror, Driving, Psychopath|Bloody, Shock, Insanity|Scary, Murder, Psychotic|Frighten, Twist, Climax|Frighten, Grisly, Nasty|Frighten, Graphic, Psychopath|Slasher, Murder, Disturbing|Thriller, Victim, Menacing",old|mother|year|family|girl,https://boxd.it/mxzG
supernova,Supernova,642208,2020,Harry Macqueen,Romance|Drama,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",GB,,friends|love|couple|woman|young,https://boxd.it/nQ6K
all the bright places,All the Bright Places,342470,2020,Brett Haley,Romance|Drama,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,US,"Feelings, Romance, Poignant|Cry, Sadness, Joy|Cry, Cute, Smile|Teenager, Popular, Shy|Relationships, Depressed, Suffering|Heartfelt, Romance, Sympathy|Sweet, Chemistry, Lovely|Tear-Jerker, Magic, Joy|Emotional, Intelligent, Discover|Heartfelt, Intriguing, Compelling",friends|love|couple|woman|young,https://boxd.it/bpfQ
riki-oh: the story of ricky,Riki-Oh: The Story of Ricky,17467,1991,Lam Nai-Choi,Action|Crime|Comedy|Thriller,"In 2001, where all correctional facilities have been privatized, martial artist Ricky finds himself victim to the corrupt system, found ""guilty"" of the manslaughter of an infamous crime boss.",HK,"Humor, Killing, Outrageous|Hero, Cult, Mad|Jail, Brutality, Guards|Brutality, Blood, Mindless|Killing, Giant, Silly|Graphic, Killer, Fighting|Stunts, Hero, Enemies|Funny, Crazy, Mindless|Action-Packed, Martial-Arts, Non-Stop|Martial-Arts, Combat, Cool",driver|life|prison|brother|car,https://boxd.it/1IDs
teenage mutant ninja turtles,Teenage Mutant Ninja Turtles,1498,1990,Steve Barron,Science Fiction|Action|Adventure|Comedy|Family,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",HK,"Comic-Book, Hero, Exciting|Animation, Humorous, Goofy|Superhero, Nerds, Justice|Fighting, One-Liners, Mindless|Stunts, Kung-Fu, Villain|Battle, Showdown, Confrontation|Villain, Martial-Arts, Cool|Hilarious, Lovable, Light-Hearted|One-Liners, Hysterical, Wacky|Witty, Silly, Cool",cat|monster|high|new|pirate,https://boxd.it/28FY
babyteeth,Babyteeth,522098,2020,Shannon Murphy,Drama|Comedy|Romance,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,AU,"Drugs, Depressing, Raw|Emotional, Overcome, Complicated|Emotional, Families, Dramas|Feelings, Crying, Soul|Heartfelt, Dying, Captivating|Drama, Depressing, Troubled|Cry, Suffering, Depressing|Family, Moving, Sensitive|Tear-Jerker, Families, Tragic|Feelings, Engaging, Complex",group|killer|town|school|young,https://boxd.it/iWDU
manjummel boys,Manjummel Boys,1069945,2024,Chidambaram,Adventure|Thriller|Drama,"Manjummel Boys, based on a real story, is about a bunch of friends who set out on a trip to Kodaikanal and the events that occur there.",IN,,king|dragon|world|war|prince,https://boxd.it/EtUc
chithha,Chithha,1115253,2023,S. U. Arunkumar,Drama|Thriller|Mystery,"Easwaran, a young government employee gets the shock of his life when his niece Sundari goes missing. After initially wrongly accused of kidnapping her, he eventually comes to know that a child abuser has kidnapped her and he makes it his mission to rescue Sundari.",IN,,vampire|life|young|dracula|tokyo,https://boxd.it/GbIc
shaitaan,Shaitaan,1187619,2024,Vikas Bahl,Thriller|Horror,"Kabir and his family's fun weekend retreat takes terrifying turn when an intruder takes over the control of the  body of his teenage daughter, putting her at the mercy of his increasingly sinister orders.",IN,,vampire|life|young|dracula|tokyo,https://boxd.it/J3kM
antrum,Antrum,412546,2018,Michael Laicini|David Amito,Horror,"Rumored to have been lost, Antrum appears as a cursed film from the 1970s. Viewers are warned to proceed with caution. It’s said to be a story about a young boy and girl who enter the forest in an attempt to save the soul of their recently deceased pet. They journey to “The Antrum,” the very spot the devil landed after being cast out of heaven. There, the children begin to dig a hole to hell.",CA,"Horror, Bizarre, Disturbed|Creepy, Demon, Nudity|Eerie, Screaming, Horrifying|Scary, Tense, Cliche|Scary, Disturbing, Bizarre|Gory, Thrills, Haunted|Scary, Devil, Cult|Terrifying, Supernatural, Psychological|Chilling, Evil, 1990s|Weird, Confusing, Execution",family|mother|son|home|woman,https://boxd.it/exNM
panic room,Panic Room,4547,2002,David Fincher,Crime|Drama|Thriller,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",US,"Thrills, Guessing, Gripping|Scary, Murder, Psychotic|Tense, Mystery, Psychological|Thrills, Taut, Implausible|Suspense, Cliche, Danger|Eerie, Murder, Twist|Thriller, Psychotic, Danger|Thrills, Psychopath, Climax|Horror, Fear, Danger|Guessing, Complicated, Implausible",group|killer|town|school|young,https://boxd.it/2490
lucky,Lucky,399170,2017,Steven Soderbergh,Comedy|Crime|Action|Drama,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",US,"Comedy, Eccentric, Joy|Tear-Jerker, Sensitive, Soul|Friendship, Trip, Journey|Humor, Poignant, Joy|Powerful, Depressing, Dying|Drama, Profound, Thoughtful|Heartfelt, Journey, Spirit|Powerful, Sympathy, Anger|Friendship, Reality, Confused|Tear-Jerker, Depressing, Tragic",driver|life|prison|brother|car,https://boxd.it/el3M
rebel without a cause,Rebel Without a Cause,221,1955,Nicholas Ray,Drama,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",US,"Emotion, Anger, Lesson|Family, Teenager, Angst|Cry, Families, Lesson|Relationships, Adolescents, Troubled|Cool, Youth, Timeless|Teenager, Popular, Shy|Feelings, Moving, Soul|Heartfelt, Teenager, Pressure|Heartfelt, Reality, Desire|Feelings, Poignant, Adolescents",school|high|year|old|girl,https://boxd.it/2aQu
the gingerdead man,The Gingerdead Man,27296,2005,Charles Band,Horror|Comedy,"An evil yet adorable Gingerbread man comes to life with the soul of a convicted killer, and this real life cookie monster wreaks havoc on the girl who sent the killer to the electric chair.",US,"Murder, Slasher, Death|Victim, Bloody, Terrifying|Gory, Bizarre, Silly|Frighten, Grisly, Nasty|Horror, Twist, Death|Creepy, Brutal, Death|Scary, Murder, Psychotic|Frighten, Graphic, Psychopath|Killing, Giant, Silly|Slasher, Psychotic, Brutal",doctor|time|life|man|future,https://boxd.it/1s7g
mississippi burning,Mississippi Burning,1632,1988,Alan Parker,Drama|Crime|Mystery|Thriller,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",US,"Disturbing, Intense, Compelling|Whites, Bigotry, Society|Whites, Stereotype, Preachy|Criminal, Justice, Dramas|Powerful, Hatred, Brave|Cliche, Child, Sympathy|Gangster, Agent, Enforcement|Democracy, Racism, Africa|Bigotry, Hatred, Sympathy|Heartfelt, Thought-Provoking, Hatred",agent|bond|fbi|mission|james,https://boxd.it/28r8
a letter to momo,A Letter to Momo,100271,2012,Hiroyuki Okiura,Comedy|Fantasy|Animation|Drama|Family,A shy 11-year-old's life takes a strange turn when she discovers three hungry goblins living in the attic of her new house. She misses her old life. She misses her father so very much. Until she makes some new ghoulish friends.,JP,"Heartfelt, Imaginative, Magic|Family, Heartwarming, Lovely|Antics, Beloved, Endearing|Cartoon, Adventure, Colorful|Feelings, Struggles, Sadness|Kids, Magic, Childhood|Kids, Adorable, Heartfelt|Cute, Tragic, Engaging|Voices, Kids, Toy|Adorable, Lesson, Antics",old|mother|year|family|girl,https://boxd.it/3r0M
the blair witch project,The Blair Witch Project,2667,1999,Daniel Myrick|Eduardo Sánchez,Horror|Mystery,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",US,"Scary, Tense, Cliche|Eerie, Disturbing, Fear|Creepy, Screaming, Climax|Frighten, Freaked, Creep|Horror, Mysterious, Darkness|Supernatural, Freaked, Horrifying|Spooky, Imaginative, Freaky|Terror, Ghosts, Weird|Spooky, Screaming, Darkness|Gory, Disturbing, Screaming",group|killer|town|school|young,https://boxd.it/26ua
cyclo,Cyclo,36266,1995,Trần Anh Hùng,Drama|Crime,Follows a young cyclo driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.,FR,"Brutal, Ruthless, Vicious|Relationships, Beauty, Lover|Gangster, Gritty, Corruption|Criminal, Underworld, Ruthless|Criminal, Gritty, Law|Amusing, Sentimental, Reality|Feelings, Disturbing, School|Disturbing, Bleak, Raw|Powerful, Gritty, Redemption|Feelings, Raw, Lonely",driver|life|prison|brother|car,https://boxd.it/1aX4
attack of the killer tomatoes!,Attack of the Killer Tomatoes!,2182,1978,John De Bello,Comedy|Horror|Science Fiction,"After a wave of reports of mysterious attacks involving people and pets being eaten by the traditionally docile fruit, a special government task force is set up to investigate the violent fruit and put a stop to their murderous spree.",US,"Jokes, Bizarre, Crazy|Gag, Cartoon, Tune|Jokes, Mocking, Giggle|Gag, Genius, Mad|Jokes, Genius, Riot|Musical, Amusing, Delight|Gag, Formulaic, Team|Jokes, Naked, Airplane|Comedy, Vulgar, Outrageous|Amusing, Spoof, One-Liners",doctor|time|life|man|future,https://boxd.it/27fU
men,Men,780609,2022,Alex Garland,Horror|Thriller|Fantasy,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",GB,"Spooky, Mystery, Horrific|Eerie, Blood, Horrifying|Eerie, Shock, Fear|Eerie, Bizarre, Madness|Creepy, Demon, Evil|Creepy, Death, Screaming|Gruesome, Haunted, Obsession|Gruesome, Weird, Disgusting|Gory, Disturbing, Gross|Spooky, Unsettling, Creep",old|mother|year|family|girl,https://boxd.it/tlc0
starman,Starman,9663,1984,John Carpenter,Science Fiction|Romance|Drama,"When an alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona, the government tries to stop them.",US,"Extra-Terrestrial, Earth, Technology|Space, Extra-Terrestrial, Humans|Spaceship, Technology, Humans|Space, Future, Technology|Jokes, Cool, Unexpected|Planet, Scientist, Destruction|Sci-Fi, Intergalactic, Ships|Planet, Technology, Ships|Space, Scientific, Giant|Killing, Sci-Fi, Humanity",group|killer|town|school|young,https://boxd.it/1Y6O
miller's crossing,Miller's Crossing,379,1990,Joel Coen,Drama|Thriller|Crime,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",US,"Gangster, Shootout, Loyalty|Cops, Shootout, Bloody|Crime, Underworld, Thug|Crime, Gritty, Gangs|Gangster, Violence, Drama|Cops, Brutal, Thug|Murder, Sympathy, Lover|Gangster, Gritty, Corruption|Gangster, Unpredictable, Dangerous|Gangster, Friendship, Cool",friends|love|couple|woman|young,https://boxd.it/2avG
true romance,True Romance,319,1993,Tony Scott,Action|Crime|Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",US,"Violence, Shootout, Exciting|Villain, Bullets, Criminal|Funny, Predictable, Sexual|Murder, Violence, Nasty|Hero, Evil, Complex|Action, Showdown, Confrontation|Death, Brutal, Action-Packed|Violence, Bizarre, Extreme|Cops, Explosives, Guns|Crime, Ruthless, Thug",murder|man|case|killer|detective,https://boxd.it/2aBa
dark night of the scarecrow,Dark Night of the Scarecrow,30931,1981,Frank De Felitta,Horror|TV Movie,"Bubba, an intellectually disabled man, is falsely accused of attacking a young girl. Disguised as a scarecrow, he hides in a cornfield, only to be hunted down and shot by four vigilante men. After they are acquitted due to lack of evidence, the men find themselves being stalked one by one.",US,"Eerie, Bizarre, Creep|Creepy, Graphic, Screaming|Horror, Murder, Twist|Eerie, Bloody, Horrifying|Frighten, Grisly, Ghosts|Eerie, Death, Grisly|Eerie, Gruesome, Demon|Eerie, Blood, Weird|Scary, Disturbing, Sinister|Spooky, Thrills, Discover",murder|man|case|killer|detective,https://boxd.it/1kgk
